transaction_id,date,month,month_number,year,merchant,description,category,subcategory,payment_method,amount,transaction_type,notes,is_recurring,weekday
TXN202500803,2025-10-08,October,10,2025,McDonalds,McDonalds - Snacks,Food,Snacks,UPI,576,debit,Late night order,No,Wednesday
TXN202501196,2025-10-08,October,10,2025,Croma,Croma - Accessories,Shopping,Accessories,UPI,4978,debit,Sale purchase,No,Wednesday
TXN202500030,2025-10-09,October,10,2025,Chaayos,Chaayos - Cafe,Coffee,Cafe,Wallet,373,debit,Evening coffee,No,Thursday
TXN202500093,2025-10-09,October,10,2025,More Supermarket,More Supermarket - Household,Groceries,Household,UPI,2309,debit,Grocery refill,No,Thursday
TXN202500811,2025-10-09,October,10,2025,Coursera,Coursera - Stationery,Education,Stationery,UPI,2461,debit,Course fee,No,Thursday
TXN202501373,2025-10-09,October,10,2025,IRCTC,IRCTC - Train,Transport,Train,Credit Card,1865,debit,Office commute,No,Thursday
TXN202500698,2025-10-10,October,10,2025,Dominos,Dominos - Restaurant,Food,Restaurant,UPI,809,debit,Lunch order,No,Friday
TXN202500159,2025-10-11,October,10,2025,Zomato,Zomato - Fast Food,Food,Fast Food,UPI,452,debit,Late night order,No,Saturday
TXN202500345,2025-10-11,October,10,2025,Chaayos,Chaayos - Beverage,Coffee,Beverage,Cash,412,debit,Weekend cafe,No,Saturday
TXN202500403,2025-10-11,October,10,2025,Croma,Croma - Online Shopping,Shopping,Online Shopping,UPI,1302,debit,Personal item,No,Saturday
TXN202500475,2025-10-11,October,10,2025,Blue Tokai,Blue Tokai - Snacks,Coffee,Snacks,UPI,568,debit,Quick break,No,Saturday
TXN202500585,2025-10-11,October,10,2025,PVR,PVR - Movie,Entertainment,Movie,UPI,2544,debit,Event ticket,No,Saturday
TXN202500641,2025-10-11,October,10,2025,Tata 1mg,Tata 1mg - Health Checkup,Health,Health Checkup,UPI,4819,debit,Doctor consultation,No,Saturday
TXN202500949,2025-10-11,October,10,2025,Reliance Fresh,Reliance Fresh - Daily Essentials,Groceries,Daily Essentials,Net Banking,4146,debit,Fresh produce,No,Saturday
TXN202501436,2025-10-11,October,10,2025,Dominos,Dominos - Fast Food,Food,Fast Food,UPI,202,debit,Office meal,No,Saturday
TXN202500090,2025-10-12,October,10,2025,CCD,CCD - Cafe,Coffee,Cafe,UPI,316,debit,Weekend cafe,No,Sunday
TXN202500174,2025-10-12,October,10,2025,Zepto,Zepto - Daily Essentials,Groceries,Daily Essentials,Net Banking,465,debit,Fresh produce,No,Sunday
TXN202500802,2025-10-12,October,10,2025,Myntra,Myntra - Online Shopping,Shopping,Online Shopping,Credit Card,6539,debit,Sale purchase,No,Sunday
TXN202501018,2025-10-12,October,10,2025,Prime Video,Prime Video - Events,Entertainment,Events,UPI,807,debit,Movie outing,No,Sunday
TXN202501150,2025-10-12,October,10,2025,Third Wave Coffee,Third Wave Coffee - Beverage,Coffee,Beverage,UPI,460,debit,Work coffee,No,Sunday
TXN202500543,2025-10-13,October,10,2025,Uber,Uber - Bus,Transport,Bus,Wallet,2284,debit,Local travel,No,Monday
TXN202500579,2025-10-13,October,10,2025,CCD,CCD - Beverage,Coffee,Beverage,UPI,482,debit,Weekend cafe,No,Monday
TXN202500691,2025-10-13,October,10,2025,Spotify,Spotify - Internet,Bills & Utilities,Internet,Net Banking,3742,debit,Subscription,Yes,Monday
TXN202500706,2025-10-13,October,10,2025,BigBasket,BigBasket - Fruits & Vegetables,Groceries,Fruits & Vegetables,Debit Card,3748,debit,Monthly essentials,No,Monday
TXN202500751,2025-10-13,October,10,2025,More Supermarket,More Supermarket - Monthly Grocery,Groceries,Monthly Grocery,UPI,3850,debit,Household items,No,Monday
TXN202500961,2025-10-13,October,10,2025,Myntra,Myntra - Electronics,Shopping,Electronics,Credit Card,8546,debit,Replacement item,No,Monday
TXN202500184,2025-10-14,October,10,2025,INOX,INOX - Movie,Entertainment,Movie,UPI,3238,debit,Movie outing,No,Tuesday
TXN202500545,2025-10-14,October,10,2025,Google One,Google One - Subscription,Bills & Utilities,Subscription,Debit Card,3125,debit,Utility payment,Yes,Tuesday
TXN202500693,2025-10-14,October,10,2025,Haldiram's,Haldiram's - Snacks,Food,Snacks,UPI,532,debit,Late night order,No,Tuesday
TXN202501083,2025-10-14,October,10,2025,Rapido,Rapido - Metro,Transport,Metro,Credit Card,1979,debit,Airport/Station trip,No,Tuesday
TXN202501086,2025-10-14,October,10,2025,BigBasket,BigBasket - Household,Groceries,Household,UPI,3277,debit,Fresh produce,No,Tuesday
TXN202500003,2025-10-15,October,10,2025,Haldiram's,Haldiram's - Snacks,Food,Snacks,UPI,1356,debit,Weekend food,No,Wednesday
TXN202500013,2025-10-15,October,10,2025,RedBus,RedBus - Bus,Transport,Bus,Credit Card,1596,debit,Local travel,No,Wednesday
TXN202500278,2025-10-15,October,10,2025,Flipkart,Flipkart - Clothing,Shopping,Clothing,Credit Card,6629,debit,Online purchase,No,Wednesday
TXN202500734,2025-10-15,October,10,2025,Apollo Pharmacy,Apollo Pharmacy - Medicine,Health,Medicine,UPI,4456,debit,Doctor consultation,No,Wednesday
TXN202500893,2025-10-15,October,10,2025,Flipkart,Flipkart - Electronics,Shopping,Electronics,Wallet,2899,debit,Replacement item,No,Wednesday
TXN202501343,2025-10-15,October,10,2025,BESCOM,BESCOM - Internet,Bills & Utilities,Internet,UPI,178,debit,Subscription,No,Wednesday
TXN202501417,2025-10-15,October,10,2025,Google One,Google One - Electricity,Bills & Utilities,Electricity,UPI,1333,debit,Recharge,No,Wednesday
TXN202501643,2025-10-15,October,10,2025,McDonalds,McDonalds - Fast Food,Food,Fast Food,UPI,975,debit,Late night order,No,Wednesday
TXN202500424,2025-10-16,October,10,2025,Netflix,Netflix - Electricity,Bills & Utilities,Electricity,Credit Card,4190,debit,Subscription,No,Thursday
TXN202500709,2025-10-16,October,10,2025,Rapido,Rapido - Bus,Transport,Bus,Wallet,1712,debit,Airport/Station trip,No,Thursday
TXN202500084,2025-10-17,October,10,2025,Tata Power,Tata Power - Subscription,Bills & Utilities,Subscription,Debit Card,713,debit,Recharge,Yes,Friday
TXN202500135,2025-10-17,October,10,2025,Flipkart,Flipkart - Electronics,Shopping,Electronics,UPI,10280,debit,Sale purchase,No,Friday
TXN202500623,2025-10-17,October,10,2025,Zepto,Zepto - Household,Groceries,Household,Debit Card,3635,debit,Household items,No,Friday
TXN202501391,2025-10-17,October,10,2025,Blue Tokai,Blue Tokai - Cafe,Coffee,Cafe,UPI,338,debit,Work coffee,No,Friday
TXN202501517,2025-10-17,October,10,2025,Metro,Metro - Cab,Transport,Cab,UPI,2245,debit,Office commute,No,Friday
TXN202500288,2025-10-18,October,10,2025,Flipkart,Flipkart - Electronics,Shopping,Electronics,Credit Card,10990,debit,Replacement item,No,Saturday
TXN202500458,2025-10-18,October,10,2025,Chaayos,Chaayos - Beverage,Coffee,Beverage,Wallet,359,debit,Quick break,No,Saturday
TXN202500850,2025-10-18,October,10,2025,Metro,Metro - Metro,Transport,Metro,Debit Card,1660,debit,Office commute,No,Saturday
TXN202501005,2025-10-18,October,10,2025,Chaayos,Chaayos - Beverage,Coffee,Beverage,Debit Card,670,debit,Work coffee,No,Saturday
TXN202501239,2025-10-18,October,10,2025,Jio,Jio - Electricity,Bills & Utilities,Electricity,UPI,1645,debit,Subscription,Yes,Saturday
TXN202501510,2025-10-18,October,10,2025,Tata 1mg,Tata 1mg - Consultation,Health,Consultation,UPI,3699,debit,Medicine purchase,No,Saturday
TXN202501573,2025-10-18,October,10,2025,Tata Power,Tata Power - Electricity,Bills & Utilities,Electricity,Wallet,3977,debit,Subscription,Yes,Saturday
TXN202501208,2025-10-19,October,10,2025,Swiggy,Swiggy - Restaurant,Food,Restaurant,Wallet,945,debit,Dinner,No,Sunday
TXN202501094,2025-10-20,October,10,2025,Croma,Croma - Personal Care,Shopping,Personal Care,Credit Card,12058,debit,Online purchase,No,Monday
TXN202501438,2025-10-20,October,10,2025,More Supermarket,More Supermarket - Daily Essentials,Groceries,Daily Essentials,Wallet,3183,debit,Grocery refill,No,Monday
TXN202501584,2025-10-20,October,10,2025,More Supermarket,More Supermarket - Household,Groceries,Household,UPI,3743,debit,Fresh produce,No,Monday
TXN202500297,2025-10-21,October,10,2025,Ola,Ola - Metro,Transport,Metro,Net Banking,859,debit,Airport/Station trip,No,Tuesday
TXN202500969,2025-10-21,October,10,2025,Blue Tokai,Blue Tokai - Cafe,Coffee,Cafe,Debit Card,521,debit,Quick break,No,Tuesday
TXN202500801,2025-10-22,October,10,2025,Swiggy,Swiggy - Snacks,Food,Snacks,Net Banking,369,debit,Weekend food,No,Wednesday
TXN202501273,2025-10-22,October,10,2025,CCD,CCD - Beverage,Coffee,Beverage,Wallet,248,debit,Work coffee,No,Wednesday
TXN202500310,2025-10-23,October,10,2025,RedBus,RedBus - Metro,Transport,Metro,UPI,2573,debit,Local travel,No,Thursday
TXN202500417,2025-10-23,October,10,2025,Ajio,Ajio - Accessories,Shopping,Accessories,Credit Card,11822,debit,Sale purchase,No,Thursday
TXN202500621,2025-10-23,October,10,2025,IRCTC,IRCTC - Cab,Transport,Cab,UPI,1171,debit,Airport/Station trip,No,Thursday
TXN202500658,2025-10-23,October,10,2025,RedBus,RedBus - Bus,Transport,Bus,UPI,1696,debit,Weekend travel,No,Thursday
TXN202500715,2025-10-23,October,10,2025,BigBasket,BigBasket - Fruits & Vegetables,Groceries,Fruits & Vegetables,UPI,3807,debit,Household items,No,Thursday
TXN202500780,2025-10-23,October,10,2025,Myntra,Myntra - Clothing,Shopping,Clothing,Wallet,1106,debit,Personal item,No,Thursday
TXN202500976,2025-10-23,October,10,2025,RedBus,RedBus - Train,Transport,Train,UPI,1952,debit,Office commute,No,Thursday
TXN202501497,2025-10-23,October,10,2025,BESCOM,BESCOM - Internet,Bills & Utilities,Internet,UPI,880,debit,Subscription,No,Thursday
TXN202500766,2025-10-24,October,10,2025,BigBasket,BigBasket - Monthly Grocery,Groceries,Monthly Grocery,Debit Card,2894,debit,Fresh produce,No,Friday
TXN202500943,2025-10-24,October,10,2025,Google One,Google One - Electricity,Bills & Utilities,Electricity,Debit Card,2457,debit,Subscription,No,Friday
TXN202500429,2025-10-25,October,10,2025,CCD,CCD - Snacks,Coffee,Snacks,Net Banking,126,debit,Weekend cafe,No,Saturday
TXN202500894,2025-10-25,October,10,2025,Prime Video,Prime Video - Gaming,Entertainment,Gaming,Debit Card,3315,debit,OTT plan,No,Saturday
TXN202501374,2025-10-25,October,10,2025,Nykaa,Nykaa - Online Shopping,Shopping,Online Shopping,Debit Card,6564,debit,Online purchase,No,Saturday
TXN202500357,2025-10-26,October,10,2025,DMart,DMart - Household,Groceries,Household,Credit Card,3195,debit,Monthly essentials,No,Sunday
TXN202500613,2025-10-26,October,10,2025,Jio,Jio - Internet,Bills & Utilities,Internet,UPI,2956,debit,Utility payment,No,Sunday
TXN202500888,2025-10-26,October,10,2025,Blue Tokai,Blue Tokai - Beverage,Coffee,Beverage,Debit Card,558,debit,Evening coffee,No,Sunday
TXN202501023,2025-10-26,October,10,2025,Salary Credit,Salary Credit - Freelance,Income,Freelance,UPI,50035,credit,Refund received,No,Sunday
TXN202500072,2025-10-27,October,10,2025,Coursera,Coursera - Learning,Education,Learning,Credit Card,3031,debit,Book purchase,No,Monday
TXN202500154,2025-10-28,October,10,2025,Jio,Jio - Subscription,Bills & Utilities,Subscription,Debit Card,4157,debit,Utility payment,No,Tuesday
TXN202500439,2025-10-28,October,10,2025,Swiggy,Swiggy - Online Food,Food,Online Food,Wallet,554,debit,Office meal,No,Tuesday
TXN202500919,2025-10-28,October,10,2025,Ola,Ola - Bike Taxi,Transport,Bike Taxi,UPI,2702,debit,Weekend travel,No,Tuesday
TXN202501104,2025-10-28,October,10,2025,Burger King,Burger King - Snacks,Food,Snacks,Wallet,701,debit,Lunch order,No,Tuesday
TXN202501176,2025-10-28,October,10,2025,Starbucks,Starbucks - Cafe,Coffee,Cafe,UPI,485,debit,Quick break,No,Tuesday
TXN202501211,2025-10-28,October,10,2025,Amazon,Amazon - Electronics,Shopping,Electronics,UPI,3858,debit,Personal item,No,Tuesday
TXN202501235,2025-10-28,October,10,2025,Reliance Fresh,Reliance Fresh - Monthly Grocery,Groceries,Monthly Grocery,UPI,3071,debit,Grocery refill,No,Tuesday
TXN202501617,2025-10-28,October,10,2025,Blinkit,Blinkit - Daily Essentials,Groceries,Daily Essentials,UPI,1490,debit,Household items,No,Tuesday
TXN202500024,2025-10-29,October,10,2025,Swiggy,Swiggy - Online Food,Food,Online Food,UPI,214,debit,Weekend food,No,Wednesday
TXN202500162,2025-10-29,October,10,2025,Blinkit,Blinkit - Fruits & Vegetables,Groceries,Fruits & Vegetables,UPI,3698,debit,Monthly essentials,No,Wednesday
TXN202500361,2025-10-29,October,10,2025,Flipkart,Flipkart - Personal Care,Shopping,Personal Care,Wallet,7655,debit,Replacement item,No,Wednesday
TXN202500565,2025-10-29,October,10,2025,IRCTC,IRCTC - Bike Taxi,Transport,Bike Taxi,Debit Card,1510,debit,Airport/Station trip,No,Wednesday
TXN202501637,2025-10-29,October,10,2025,Jio,Jio - Internet,Bills & Utilities,Internet,Net Banking,3631,debit,Monthly bill,Yes,Wednesday
TXN202500002,2025-10-30,October,10,2025,BigBasket,BigBasket - Monthly Grocery,Groceries,Monthly Grocery,UPI,4389,debit,Monthly essentials,No,Thursday
TXN202500450,2025-10-30,October,10,2025,Third Wave Coffee,Third Wave Coffee - Snacks,Coffee,Snacks,Credit Card,281,debit,Weekend cafe,No,Thursday
TXN202500597,2025-10-30,October,10,2025,Swiggy,Swiggy - Restaurant,Food,Restaurant,Credit Card,1255,debit,Office meal,No,Thursday
TXN202500828,2025-10-30,October,10,2025,Netflix,Netflix - Subscription,Bills & Utilities,Subscription,UPI,1585,debit,Recharge,No,Thursday
TXN202501571,2025-10-30,October,10,2025,Swiggy,Swiggy - Restaurant,Food,Restaurant,Debit Card,1038,debit,Office meal,No,Thursday
TXN202500087,2025-10-31,October,10,2025,Zomato,Zomato - Online Food,Food,Online Food,UPI,1073,debit,Dinner,No,Friday
TXN202501275,2025-10-31,October,10,2025,Blinkit,Blinkit - Household,Groceries,Household,UPI,1223,debit,Grocery refill,No,Friday
TXN202501344,2025-10-31,October,10,2025,Nykaa,Nykaa - Accessories,Shopping,Accessories,Credit Card,7409,debit,Personal item,No,Friday
TXN202500108,2025-11-01,November,11,2025,Google One,Google One - Internet,Bills & Utilities,Internet,Credit Card,3988,debit,Recharge,No,Saturday
TXN202500202,2025-11-01,November,11,2025,Amazon,Amazon - Personal Care,Shopping,Personal Care,Credit Card,9009,debit,Sale purchase,No,Saturday
TXN202500466,2025-11-01,November,11,2025,Cashback,Cashback - Salary,Income,Salary,Credit Card,2777,credit,Refund received,No,Saturday
TXN202500719,2025-11-01,November,11,2025,Uber,Uber - Bike Taxi,Transport,Bike Taxi,Credit Card,1635,debit,Local travel,No,Saturday
TXN202501000,2025-11-01,November,11,2025,Myntra,Myntra - Accessories,Shopping,Accessories,Credit Card,7498,debit,Sale purchase,No,Saturday
TXN202501379,2025-11-01,November,11,2025,BookMyShow,BookMyShow - Gaming,Entertainment,Gaming,UPI,522,debit,OTT plan,No,Saturday
TXN202501483,2025-11-01,November,11,2025,Burger King,Burger King - Snacks,Food,Snacks,Credit Card,373,debit,Lunch order,No,Saturday
TXN202500015,2025-11-02,November,11,2025,Blue Tokai,Blue Tokai - Snacks,Coffee,Snacks,Wallet,99,debit,Work coffee,No,Sunday
TXN202500158,2025-11-02,November,11,2025,Salary Credit,Salary Credit - Refund,Income,Refund,UPI,53252,credit,Refund received,Yes,Sunday
TXN202500167,2025-11-02,November,11,2025,Rapido,Rapido - Bus,Transport,Bus,Credit Card,426,debit,Office commute,No,Sunday
TXN202501508,2025-11-02,November,11,2025,DMart,DMart - Household,Groceries,Household,Debit Card,1797,debit,Grocery refill,No,Sunday
TXN202500019,2025-11-03,November,11,2025,BigBasket,BigBasket - Monthly Grocery,Groceries,Monthly Grocery,Wallet,4505,debit,Grocery refill,No,Monday
TXN202500308,2025-11-03,November,11,2025,Amazon,Amazon - Electronics,Shopping,Electronics,Debit Card,5964,debit,Sale purchase,No,Monday
TXN202500620,2025-11-03,November,11,2025,PlayStation Store,PlayStation Store - OTT,Entertainment,OTT,UPI,3103,debit,Movie outing,No,Monday
TXN202500926,2025-11-03,November,11,2025,Google One,Google One - Subscription,Bills & Utilities,Subscription,Credit Card,2261,debit,Utility payment,No,Monday
TXN202501137,2025-11-03,November,11,2025,Google One,Google One - Mobile Recharge,Bills & Utilities,Mobile Recharge,Credit Card,3951,debit,Utility payment,No,Monday
TXN202501622,2025-11-03,November,11,2025,Reliance Fresh,Reliance Fresh - Fruits & Vegetables,Groceries,Fruits & Vegetables,UPI,3038,debit,Household items,No,Monday
TXN202500173,2025-11-04,November,11,2025,BigBasket,BigBasket - Daily Essentials,Groceries,Daily Essentials,UPI,1578,debit,Fresh produce,No,Tuesday
TXN202501263,2025-11-04,November,11,2025,Haldiram's,Haldiram's - Online Food,Food,Online Food,Credit Card,782,debit,Late night order,No,Tuesday
TXN202500110,2025-11-06,November,11,2025,Swiggy,Swiggy - Fast Food,Food,Fast Food,Wallet,1328,debit,Late night order,No,Thursday
TXN202500210,2025-11-06,November,11,2025,Dominos,Dominos - Online Food,Food,Online Food,Debit Card,910,debit,Late night order,No,Thursday
TXN202500880,2025-11-06,November,11,2025,Haldiram's,Haldiram's - Fast Food,Food,Fast Food,Credit Card,1282,debit,Dinner,No,Thursday
TXN202500022,2025-11-07,November,11,2025,Blinkit,Blinkit - Daily Essentials,Groceries,Daily Essentials,Debit Card,4432,debit,Household items,No,Friday
TXN202501453,2025-11-07,November,11,2025,Blinkit,Blinkit - Fruits & Vegetables,Groceries,Fruits & Vegetables,UPI,1148,debit,Household items,No,Friday
TXN202501609,2025-11-07,November,11,2025,Jio,Jio - Internet,Bills & Utilities,Internet,UPI,1843,debit,Subscription,Yes,Friday
TXN202500233,2025-11-08,November,11,2025,Ajio,Ajio - Clothing,Shopping,Clothing,UPI,14581,debit,Personal item,No,Saturday
TXN202500496,2025-11-08,November,11,2025,Tata Power,Tata Power - Internet,Bills & Utilities,Internet,Credit Card,3233,debit,Recharge,Yes,Saturday
TXN202501459,2025-11-08,November,11,2025,Coursera,Coursera - Learning,Education,Learning,Debit Card,3715,debit,Book purchase,No,Saturday
TXN202500103,2025-11-09,November,11,2025,Coursera,Coursera - Books,Education,Books,Credit Card,2317,debit,Study material,No,Sunday
TXN202500835,2025-11-09,November,11,2025,PharmEasy,PharmEasy - Health Checkup,Health,Health Checkup,UPI,925,debit,Doctor consultation,No,Sunday
TXN202501113,2025-11-09,November,11,2025,Metro,Metro - Metro,Transport,Metro,Credit Card,1874,debit,Weekend travel,No,Sunday
TXN202501327,2025-11-09,November,11,2025,Burger King,Burger King - Fast Food,Food,Fast Food,UPI,420,debit,Office meal,No,Sunday
TXN202501523,2025-11-10,November,11,2025,Croma,Croma - Online Shopping,Shopping,Online Shopping,UPI,840,debit,Sale purchase,No,Monday
TXN202500164,2025-11-11,November,11,2025,Chaayos,Chaayos - Beverage,Coffee,Beverage,Credit Card,172,debit,Weekend cafe,No,Tuesday
TXN202500629,2025-11-11,November,11,2025,Myntra,Myntra - Online Shopping,Shopping,Online Shopping,UPI,5275,debit,Replacement item,No,Tuesday
TXN202500216,2025-11-12,November,11,2025,Starbucks,Starbucks - Cafe,Coffee,Cafe,UPI,688,debit,Weekend cafe,No,Wednesday
TXN202500206,2025-11-13,November,11,2025,McDonalds,McDonalds - Fast Food,Food,Fast Food,UPI,489,debit,Office meal,No,Thursday
TXN202500328,2025-11-13,November,11,2025,Nykaa,Nykaa - Accessories,Shopping,Accessories,Debit Card,10906,debit,Replacement item,No,Thursday
TXN202500572,2025-11-13,November,11,2025,IRCTC,IRCTC - Cab,Transport,Cab,UPI,959,debit,Local travel,No,Thursday
TXN202501009,2025-11-13,November,11,2025,Blinkit,Blinkit - Fruits & Vegetables,Groceries,Fruits & Vegetables,Credit Card,4003,debit,Monthly essentials,No,Thursday
TXN202500049,2025-11-14,November,11,2025,Jio,Jio - Electricity,Bills & Utilities,Electricity,Wallet,1599,debit,Utility payment,Yes,Friday
TXN202500564,2025-11-14,November,11,2025,PlayStation Store,PlayStation Store - Gaming,Entertainment,Gaming,Cash,3085,debit,Game purchase,No,Friday
TXN202500727,2025-11-14,November,11,2025,PharmEasy,PharmEasy - Medicine,Health,Medicine,UPI,1031,debit,Doctor consultation,No,Friday
TXN202500897,2025-11-14,November,11,2025,More Supermarket,More Supermarket - Monthly Grocery,Groceries,Monthly Grocery,UPI,4000,debit,Monthly essentials,No,Friday
TXN202501138,2025-11-14,November,11,2025,Starbucks,Starbucks - Beverage,Coffee,Beverage,Credit Card,201,debit,Work coffee,No,Friday
TXN202501403,2025-11-14,November,11,2025,Netmeds,Netmeds - Wellness,Health,Wellness,UPI,5236,debit,Doctor consultation,No,Friday
TXN202500117,2025-11-15,November,11,2025,Netflix,Netflix - Subscription,Bills & Utilities,Subscription,Debit Card,1816,debit,Recharge,Yes,Saturday
TXN202500218,2025-11-15,November,11,2025,BigBasket,BigBasket - Household,Groceries,Household,Credit Card,384,debit,Grocery refill,No,Saturday
TXN202500791,2025-11-15,November,11,2025,Uber,Uber - Bike Taxi,Transport,Bike Taxi,Credit Card,2270,debit,Weekend travel,No,Saturday
TXN202501027,2025-11-15,November,11,2025,Unacademy,Unacademy - Books,Education,Books,UPI,548,debit,Study material,No,Saturday
TXN202500519,2025-11-16,November,11,2025,Starbucks,Starbucks - Snacks,Coffee,Snacks,UPI,151,debit,Work coffee,No,Sunday
TXN202500817,2025-11-16,November,11,2025,Burger King,Burger King - Snacks,Food,Snacks,Credit Card,1071,debit,Office meal,No,Sunday
TXN202500826,2025-11-16,November,11,2025,Blue Tokai,Blue Tokai - Cafe,Coffee,Cafe,UPI,309,debit,Meeting,No,Sunday
TXN202501092,2025-11-16,November,11,2025,Ajio,Ajio - Accessories,Shopping,Accessories,UPI,13167,debit,Online purchase,No,Sunday
TXN202501650,2025-11-17,November,11,2025,BESCOM,BESCOM - Electricity,Bills & Utilities,Electricity,Debit Card,3574,debit,Utility payment,Yes,Monday
TXN202500479,2025-11-18,November,11,2025,Burger King,Burger King - Restaurant,Food,Restaurant,UPI,287,debit,Lunch order,No,Tuesday
TXN202500868,2025-11-18,November,11,2025,Tata Power,Tata Power - Internet,Bills & Utilities,Internet,UPI,2079,debit,Subscription,Yes,Tuesday
TXN202500900,2025-11-18,November,11,2025,Blue Tokai,Blue Tokai - Snacks,Coffee,Snacks,Credit Card,376,debit,Weekend cafe,No,Tuesday
TXN202500999,2025-11-18,November,11,2025,DMart,DMart - Monthly Grocery,Groceries,Monthly Grocery,UPI,2294,debit,Grocery refill,No,Tuesday
TXN202501026,2025-11-18,November,11,2025,Stationery Shop,Stationery Shop - Online Course,Education,Online Course,UPI,509,debit,Study material,No,Tuesday
TXN202501359,2025-11-18,November,11,2025,Uber,Uber - Cab,Transport,Cab,Credit Card,429,debit,Local travel,No,Tuesday
TXN202501519,2025-11-18,November,11,2025,BigBasket,BigBasket - Household,Groceries,Household,Credit Card,1894,debit,Monthly essentials,No,Tuesday
TXN202500064,2025-11-19,November,11,2025,RedBus,RedBus - Train,Transport,Train,Credit Card,38,debit,Office commute,No,Wednesday
TXN202500822,2025-11-19,November,11,2025,Netflix,Netflix - Mobile Recharge,Bills & Utilities,Mobile Recharge,Debit Card,2708,debit,Monthly bill,No,Wednesday
TXN202501049,2025-11-19,November,11,2025,PlayStation Store,PlayStation Store - Events,Entertainment,Events,Net Banking,3218,debit,Game purchase,No,Wednesday
TXN202501177,2025-11-19,November,11,2025,Google One,Google One - Subscription,Bills & Utilities,Subscription,Wallet,1821,debit,Utility payment,Yes,Wednesday
TXN202501580,2025-11-19,November,11,2025,Burger King,Burger King - Online Food,Food,Online Food,UPI,228,debit,Dinner,No,Wednesday
TXN202501615,2025-11-19,November,11,2025,Netflix,Netflix - Mobile Recharge,Bills & Utilities,Mobile Recharge,Debit Card,2727,debit,Monthly bill,Yes,Wednesday
TXN202500660,2025-11-20,November,11,2025,Udemy,Udemy - Stationery,Education,Stationery,Credit Card,5166,debit,Study material,No,Thursday
TXN202500851,2025-11-20,November,11,2025,Salary Credit,Salary Credit - Refund,Income,Refund,Credit Card,67286,credit,Monthly income,No,Thursday
TXN202501071,2025-11-20,November,11,2025,Refund,Refund - Cashback,Income,Cashback,UPI,2888,credit,Cashback credited,No,Thursday
TXN202501620,2025-11-20,November,11,2025,RedBus,RedBus - Metro,Transport,Metro,Credit Card,829,debit,Weekend travel,No,Thursday
TXN202501249,2025-11-21,November,11,2025,BigBasket,BigBasket - Fruits & Vegetables,Groceries,Fruits & Vegetables,Debit Card,2163,debit,Household items,No,Friday
TXN202501427,2025-11-21,November,11,2025,DMart,DMart - Monthly Grocery,Groceries,Monthly Grocery,Debit Card,3695,debit,Grocery refill,No,Friday
TXN202500929,2025-11-22,November,11,2025,PharmEasy,PharmEasy - Medicine,Health,Medicine,UPI,4458,debit,Health essentials,No,Saturday
TXN202501076,2025-11-22,November,11,2025,Swiggy,Swiggy - Restaurant,Food,Restaurant,UPI,772,debit,Office meal,No,Saturday
TXN202501200,2025-11-22,November,11,2025,Netflix,Netflix - Mobile Recharge,Bills & Utilities,Mobile Recharge,UPI,2674,debit,Utility payment,Yes,Saturday
TXN202501628,2025-11-22,November,11,2025,Tata Power,Tata Power - Subscription,Bills & Utilities,Subscription,UPI,1513,debit,Subscription,No,Saturday
TXN202500150,2025-11-23,November,11,2025,Coursera,Coursera - Books,Education,Books,Credit Card,5225,debit,Study material,No,Sunday
TXN202500696,2025-11-23,November,11,2025,RedBus,RedBus - Bike Taxi,Transport,Bike Taxi,Cash,1511,debit,Local travel,No,Sunday
TXN202500840,2025-11-23,November,11,2025,Swiggy,Swiggy - Online Food,Food,Online Food,Net Banking,416,debit,Office meal,No,Sunday
TXN202501140,2025-11-23,November,11,2025,Metro,Metro - Train,Transport,Train,Credit Card,1841,debit,Local travel,No,Sunday
TXN202501441,2025-11-23,November,11,2025,Salary Credit,Salary Credit - Salary,Income,Salary,Credit Card,84052,credit,Monthly income,Yes,Sunday
TXN202501471,2025-11-23,November,11,2025,BigBasket,BigBasket - Daily Essentials,Groceries,Daily Essentials,Credit Card,4264,debit,Fresh produce,No,Sunday
TXN202500001,2025-11-24,November,11,2025,Third Wave Coffee,Third Wave Coffee - Cafe,Coffee,Cafe,UPI,685,debit,Work coffee,No,Monday
TXN202500018,2025-11-24,November,11,2025,Ola,Ola - Bike Taxi,Transport,Bike Taxi,UPI,1912,debit,Office commute,No,Monday
TXN202500410,2025-11-24,November,11,2025,IRCTC,IRCTC - Bike Taxi,Transport,Bike Taxi,UPI,1986,debit,Local travel,No,Monday
TXN202500789,2025-11-24,November,11,2025,PharmEasy,PharmEasy - Consultation,Health,Consultation,UPI,2386,debit,Health essentials,No,Monday
TXN202500924,2025-11-24,November,11,2025,PlayStation Store,PlayStation Store - Movie,Entertainment,Movie,Debit Card,1377,debit,Event ticket,No,Monday
TXN202501145,2025-11-24,November,11,2025,Apollo Pharmacy,Apollo Pharmacy - Health Checkup,Health,Health Checkup,UPI,4017,debit,Health essentials,No,Monday
TXN202500251,2025-11-25,November,11,2025,Amazon Kindle,Amazon Kindle - Books,Education,Books,Net Banking,5761,debit,Book purchase,No,Tuesday
TXN202500472,2025-11-25,November,11,2025,Ola,Ola - Metro,Transport,Metro,Cash,1782,debit,Office commute,No,Tuesday
